implementation,runtime,generated_at_unix_ms,benchmark,column_kind,column_value,column_label,iterations,warmup,avg_ns,min_ns,p75_ns,p99_ns,max_ns
knitting,bun 1.3.11,1780243990514,knitting f64 (8 bytes),batch,1,n=1,500,200,8863.29,5165,9706,21678,27014
knitting,bun 1.3.11,1780243990514,knitting f64 (8 bytes),batch,10,n=10,500,50,17782.294,8494,20474,39877,165392
knitting,bun 1.3.11,1780243990514,knitting f64 (8 bytes),batch,100,n=100,500,50,78127.69,62797,79671,170391,326645
knitting,bun 1.3.11,1780243990514,knitting Uint8Array (1 MiB),batch,1,n=1,500,200,514029.864,243671,314759,3231388,3763257
knitting,bun 1.3.11,1780243990514,knitting Uint8Array (1 MiB),batch,10,n=10,500,50,4094251.48,2560994,4570323,6419895,6556737
knitting,bun 1.3.11,1780243990514,knitting Uint8Array (1 MiB),batch,100,n=100,500,50,31209517.624,26972713,31871990,49311686,52784745
knitting,bun 1.3.11,1780243990514,knitting ProcessSharedBuffer (1 MiB),batch,1,n=1,500,200,9776.44,6428,9966,31010,68553
knitting,bun 1.3.11,1780243990514,knitting ProcessSharedBuffer (1 MiB),batch,10,n=10,500,50,35895.13,17084,41444,78013,113968
knitting,bun 1.3.11,1780243990514,knitting ProcessSharedBuffer (1 MiB),batch,100,n=100,500,50,246503.894,134401,307342,473061,4535845
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,8,8 B,500,50,80394.87,40522,82024,167526,6146222
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,16,16 B,500,50,55738.96,43192,57366,104697,184361
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,32,32 B,500,50,56139.202,46475,57723,78087,211204
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,64,64 B,500,50,63522.984,38889,69151,124907,662543
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,128,128 B,500,50,90794.908,44841,63808,131559,12788146
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,256,256 B,500,50,55564.71,50532,56489,79482,90852
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,512,512 B,500,50,64577.512,50708,69121,181796,662655
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,1024,1 KiB,500,50,160395.212,95955,163134,344042,4042103
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,2048,2 KiB,500,50,211940.928,104570,221455,2689754,5594497
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,4096,4 KiB,500,50,237597.954,117906,160791,3131233,6402553
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,8192,8 KiB,500,50,317441.904,163514,204316,3872492,8254902
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,16384,16 KiB,500,50,530815.37,271282,373856,4817693,6383195
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,32768,32 KiB,500,50,861093.022,464048,589254,4799192,7710622
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,65536,64 KiB,500,50,1626420.632,897398,1543269,6602741,8288399
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,131072,128 KiB,500,50,3525460.282,2131148,4648953,9258331,12687697
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,262144,256 KiB,500,50,7841854.6,4899765,9166058,12975542,14573839
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,524288,512 KiB,500,50,16322785.566,11651248,17658997,26041117,31674603
knitting,bun 1.3.11,1780243990514,knitting Uint8Array size sweep (batch=100),size_bytes,1048576,1 MiB,500,50,33695935.248,26537101,35104231,56145626,59297401
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,8,8 B,500,50,81890.762,58677,80541,171453,2718870
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,16,16 B,500,50,60248.472,48719,62879,103220,178971
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,32,32 B,500,50,53067.092,47355,54166,71197,93745
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,64,64 B,500,50,69883.886,46886,59434,98573,6625003
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,128,128 B,500,50,60602.244,42694,50644,91601,3724252
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,256,256 B,500,50,46536.688,42750,46934,62896,81292
knitting,bun 1.3.11,1780243990514,Uint8Array arc comparison size sweep (batch=100),size_bytes,512,512 B,500,50,59979.086,44450,62668,100776,2017312
