implementation,runtime,generated_at_unix_ms,benchmark,column_kind,column_value,column_label,iterations,warmup,avg_ns,min_ns,p75_ns,p99_ns,max_ns
knitting,node 24.15.0,1780244145359,knitting f64 (8 bytes),batch,1,n=1,500,200,8171.046,1755,7358,61971,612954
knitting,node 24.15.0,1780244145359,knitting f64 (8 bytes),batch,10,n=10,500,50,19706.818,5332,15418,45224,2827862
knitting,node 24.15.0,1780244145359,knitting f64 (8 bytes),batch,100,n=100,500,50,53656.604,26720,62022,250911,651435
knitting,node 24.15.0,1780244145359,knitting Uint8Array (1 MiB),batch,1,n=1,500,200,1343453.008,342110,1508983,2602428,4563926
knitting,node 24.15.0,1780244145359,knitting Uint8Array (1 MiB),batch,10,n=10,500,50,4455514.812,2802480,5967015,10132791,15406394
knitting,node 24.15.0,1780244145359,knitting Uint8Array (1 MiB),batch,100,n=100,500,50,47131454.17,34830742,51983083,63792618,68917088
knitting,node 24.15.0,1780244145359,knitting ProcessSharedBuffer (1 MiB),batch,1,n=1,500,200,11625.576,5308,12880,41781,175709
knitting,node 24.15.0,1780244145359,knitting ProcessSharedBuffer (1 MiB),batch,10,n=10,500,50,26494.294,18653,23076,105281,1234137
knitting,node 24.15.0,1780244145359,knitting ProcessSharedBuffer (1 MiB),batch,100,n=100,500,50,156338.19,94449,153469,1347800,1636549
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,8,8 B,500,50,82381.806,53118,91424,304909,1336305
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,16,16 B,500,50,64818.068,52695,60328,235953,1460136
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,32,32 B,500,50,59250.87,52639,56681,142640,408555
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,64,64 B,500,50,60062.186,53377,56879,169379,346570
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,128,128 B,500,50,60977.39,55111,58175,210867,366870
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,256,256 B,500,50,63133.512,57193,60164,186221,366829
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,512,512 B,500,50,71674.234,63435,68280,219988,321222
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,1024,1 KiB,500,50,122459.952,86185,150849,413686,1375746
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,2048,2 KiB,500,50,160115.518,113406,188639,507059,1378438
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,4096,4 KiB,500,50,265549.106,170957,282756,1437698,5378000
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,8192,8 KiB,500,50,428364.658,229121,566797,2407221,3778659
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,16384,16 KiB,500,50,628062.044,339979,545629,4418511,5699055
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,32768,32 KiB,500,50,945005.572,620728,700693,4867495,5392185
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,65536,64 KiB,500,50,1739766.41,1168207,1307480,6049394,6205488
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,131072,128 KiB,500,50,3434378.136,2307386,3860722,7575675,8012752
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,262144,256 KiB,500,50,6849573.314,4787143,8158457,10482581,24656652
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,524288,512 KiB,500,50,17269715.926,12042368,19024084,28467626,29562352
knitting,node 24.15.0,1780244145359,knitting Uint8Array size sweep (batch=100),size_bytes,1048576,1 MiB,500,50,40810211.546,28700681,43950715,58550074,61329186
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,8,8 B,500,50,129091.3,62225,180770,323335,1494647
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,16,16 B,500,50,85562.894,58848,86924,254660,731945
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,32,32 B,500,50,83012.82,60353,82915,208266,606922
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,64,64 B,500,50,66713.41,60023,64286,119840,438672
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,128,128 B,500,50,73445.708,62459,66865,117315,1377471
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,256,256 B,500,50,71975.324,64943,69043,123671,611137
knitting,node 24.15.0,1780244145359,Uint8Array arc comparison size sweep (batch=100),size_bytes,512,512 B,500,50,133582.168,70412,133517,562173,6744231
