implementation,runtime,generated_at_unix_ms,benchmark,column_kind,column_value,column_label,iterations,warmup,avg_ns,min_ns,p75_ns,p99_ns,max_ns
knitting,deno 2.7.4,1780244054544,knitting f64 (8 bytes),batch,1,n=1,500,200,18430.216,2806,21847,94626,263301
knitting,deno 2.7.4,1780244054544,knitting f64 (8 bytes),batch,10,n=10,500,50,8858.354,5388,8369,48244,143600
knitting,deno 2.7.4,1780244054544,knitting f64 (8 bytes),batch,100,n=100,500,50,69342.45,38593,67513,253899,317514
knitting,deno 2.7.4,1780244054544,knitting Uint8Array (1 MiB),batch,1,n=1,500,200,749990.752,339132,851478,3543913,4412127
knitting,deno 2.7.4,1780244054544,knitting Uint8Array (1 MiB),batch,10,n=10,500,50,5778501.17,3478854,6130966,17623385,20702846
knitting,deno 2.7.4,1780244054544,knitting Uint8Array (1 MiB),batch,100,n=100,500,50,55007426.376,44663751,59650299,69562629,77928305
knitting,deno 2.7.4,1780244054544,knitting ProcessSharedBuffer (1 MiB),batch,1,n=1,500,200,23422.796,16488,23175,47681,148222
knitting,deno 2.7.4,1780244054544,knitting ProcessSharedBuffer (1 MiB),batch,10,n=10,500,50,44807.672,27305,44576,155982,273100
knitting,deno 2.7.4,1780244054544,knitting ProcessSharedBuffer (1 MiB),batch,100,n=100,500,50,226040.21,138918,264248,672262,757496
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,8,8 B,500,50,88107.866,63085,99419,240124,549676
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,16,16 B,500,50,77184.19,62241,73789,194992,334727
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,32,32 B,500,50,69497.958,61055,66352,136967,388783
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,64,64 B,500,50,68195.098,60219,65709,125949,274621
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,128,128 B,500,50,76519.462,63166,76777,158455,318504
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,256,256 B,500,50,82499.772,65907,84190,183438,1099471
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,512,512 B,500,50,128988.906,61681,152619,337152,4557430
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,1024,1 KiB,500,50,176802.578,100019,152662,3340187,4422146
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,2048,2 KiB,500,50,277983.942,117216,227217,3547069,5914028
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,4096,4 KiB,500,50,404957.024,196532,247941,5273511,7992468
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,8192,8 KiB,500,50,539696.762,243206,377717,5047861,7698558
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,16384,16 KiB,500,50,849218.258,375065,768304,5066794,7577809
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,32768,32 KiB,500,50,1325461.698,680296,1581489,5858254,7685464
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,65536,64 KiB,500,50,2764112.032,1286771,3342792,8892381,11395456
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,131072,128 KiB,500,50,5351162.136,2571343,6478498,14115965,16684268
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,262144,256 KiB,500,50,12234386.962,5614555,13249813,22384811,35607373
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,524288,512 KiB,500,50,22772223.142,15285681,25217559,30607329,32266590
knitting,deno 2.7.4,1780244054544,knitting Uint8Array size sweep (batch=100),size_bytes,1048576,1 MiB,500,50,54062338.2,41118494,59214745,67028012,78859591
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,8,8 B,500,50,105093.08,61405,136543,295411,930480
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,16,16 B,500,50,82313.36,62448,92725,177478,410443
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,32,32 B,500,50,67589.722,62641,65586,131064,413736
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,64,64 B,500,50,71821.424,62904,66298,173564,350240
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,128,128 B,500,50,70446.944,64539,67531,160261,400222
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,256,256 B,500,50,109166.614,67755,70453,184559,18367231
knitting,deno 2.7.4,1780244054544,Uint8Array arc comparison size sweep (batch=100),size_bytes,512,512 B,500,50,97164.46,72102,76073,202040,5354591
